candidate_id,age,gender,education,previous_job_roles,experience (years),languages,skills
184201,23,Male,High School,Human Resources Manager,6,"['Hindi', 'Marathi']","{'Recruitment': 1, 'Employee Relations': 4, 'Performance Management': 2, 'HR Policies': 9}"
50729,24,Male,Bachelor's Degree,Medical Assistant,1,['Marathi'],"{'Medical Assisting': 1, 'Medical Office Procedures': 0, 'Vital Signs Measurement': 0, 'Electronic Health Records': 1}"
915575,42,Male,Master's Degree,Social Worker,6,"['Kannada', 'Hindi']","{'Social Services': 4, 'Case Management': 0, 'Counseling': 7, 'Community Outreach': 0}"
688509,55,Male,High School,Social Worker,6,"['Marathi', 'Hindi']","{'Social Services': 9, 'Case Management': 10, 'Counseling': 8, 'Community Outreach': 0}"
597055,55,Male,Master's Degree,Data Scientist,9,"['Sanskrit', 'Marathi']","{'Python': 0, 'R': 5, 'Machine Learning': 1, 'Data Analysis': 5, 'Statistics': 5}"
100662,26,Female,Bachelor's Degree,Interior Designer,0,['Kannada'],"{'Interior Design': 8, 'Space Planning': 8, 'Furniture Design': 6, 'Color Theory': 5}"
186085,26,Other,Bachelor's Degree,Human Resources Manager,10,"['English', 'Hindi', 'Sanskrit']","{'Recruitment': 7, 'Employee Relations': 9, 'Performance Management': 8, 'HR Policies': 5}"
397140,40,Female,Master's Degree,Software Tester,10,"['English', 'Sanskrit', 'Konkani']","{'Software Testing': 10, 'Test Cases': 3, 'Bug Reporting': 0, 'Test Automation': 1}"
803888,28,Female,Master's Degree,Software Tester,7,"['Marathi', 'English', 'Konkani']","{'Software Testing': 6, 'Test Cases': 2, 'Bug Reporting': 8, 'Test Automation': 7}"
414819,41,Other,Master's Degree,Plumber,10,"['Kannada', 'Hindi', 'Konkani']","{'Plumbing': 2, 'Pipefitting': 6, 'Drain Cleaning': 4, 'Plumbing Tools': 4}"
379897,51,Male,High School,Graphic Designer,9,"['Sanskrit', 'Marathi']","{'Adobe Photoshop': 3, 'Adobe Illustrator': 4, 'Graphic Design': 10, 'Typography': 3}"
988599,62,Other,Master's Degree,Marketing Manager,6,"['English', 'Konkani']","{'Marketing Strategy': 10, 'Digital Marketing': 5, 'Social Media Marketing': 6, 'Market Research': 7}"
235839,55,Other,Master's Degree,Network Engineer,9,"['Sanskrit', 'Marathi', 'Konkani']","{'Network Engineering': 7, 'Routing and Switching': 7, 'Firewall Configuration': 5, 'Network Security': 6}"
887819,48,Other,PhD,IT Support Specialist,0,"['Sanskrit', 'English', 'Konkani']","{'Technical Support': 9, 'Troubleshooting': 0, 'Network Administration': 5, 'Hardware Repair': 3}"
33483,38,Other,Master's Degree,Project Manager,10,"['Marathi', 'Kannada', 'English']","{'Project Management': 9, 'Risk Management': 10, 'Stakeholder Management': 6, 'Agile Methodologies': 0}"
921952,48,Male,Bachelor's Degree,Flight Attendant,8,"['Hindi', 'Konkani']","{'Cabin Crew': 6, 'Emergency Procedures': 1, 'Customer Service': 7, 'Safety Regulations': 8}"
876034,25,Female,High School,Pharmacist,5,"['Sanskrit', 'Konkani']","{'Pharmacology': 0, 'Pharmacy Practice': 9, 'Medication Therapy Management': 6, 'Pharmaceutical Chemistry': 1}"
559697,35,Male,Master's Degree,Fitness Trainer,1,['Kannada'],"{'Personal Training': 4, 'Fitness Programming': 4, 'Nutrition Counseling': 8, 'Strength Training': 4}"
922946,32,Other,PhD,Software Tester,3,"['Sanskrit', 'Kannada']","{'Software Testing': 7, 'Test Cases': 9, 'Bug Reporting': 5, 'Test Automation': 7}"
351690,52,Female,Master's Degree,Legal Assistant,9,"['Sanskrit', 'English']","{'Legal Research': 5, 'Document Drafting': 6, 'Case Management': 1, 'Legal Writing': 7}"
691865,26,Female,PhD,Content Writer,3,['Konkani'],"{'Content Writing': 3, 'Copywriting': 1, 'SEO': 7, 'Blogging': 6}"
874029,34,Other,Bachelor's Degree,Electrician,10,"['Marathi', 'Sanskrit']","{'Electrical Wiring': 9, 'Electrical Maintenance': 2, 'Circuit Troubleshooting': 2, 'Safety Procedures': 4}"
551317,63,Female,PhD,Sales Representative,0,"['Kannada', 'Marathi']","{'Sales Strategy': 7, 'Negotiation': 10, 'Client Relationship Management': 0, 'CRM Software': 10}"
559451,45,Female,High School,IT Support Specialist,3,"['Sanskrit', 'Hindi']","{'Technical Support': 7, 'Troubleshooting': 5, 'Network Administration': 9, 'Hardware Repair': 1}"
309869,37,Female,High School,Project Manager,7,"['Marathi', 'Hindi', 'Sanskrit']","{'Project Management': 8, 'Risk Management': 9, 'Stakeholder Management': 0, 'Agile Methodologies': 8}"
84049,44,Female,High School,Registered Nurse,7,"['Sanskrit', 'Konkani']","{'Nursing': 9, 'Patient Care': 3, 'Medical Terminology': 4, 'Emergency Medicine': 7}"
367088,25,Other,Bachelor's Degree,Event Planner,7,"['Marathi', 'Hindi', 'Sanskrit']","{'Event Planning': 2, 'Vendor Management': 5, 'Budgeting': 7, 'Event Coordination': 8}"
692312,58,Female,Bachelor's Degree,Librarian,1,"['Marathi', 'Hindi']","{'Library Science': 9, 'Cataloging': 7, 'Reference Services': 6, 'Library Management': 1}"
460260,65,Male,PhD,Project Manager,3,"['Hindi', 'English']","{'Project Management': 4, 'Risk Management': 6, 'Stakeholder Management': 2, 'Agile Methodologies': 6}"
352728,58,Female,PhD,Civil Engineer,4,"['Kannada', 'Sanskrit']","{'Civil Engineering': 5, 'Structural Analysis': 1, 'Construction Management': 0, 'Geotechnical Engineering': 0}"
930421,49,Other,Bachelor's Degree,Librarian,1,"['Konkani', 'Sanskrit', 'English']","{'Library Science': 7, 'Cataloging': 0, 'Reference Services': 4, 'Library Management': 2}"
967296,53,Other,High School,Translator,3,['Sanskrit'],"{'Translation': 7, 'Language Proficiency': 10, 'Interpreting': 4, 'Cultural Sensitivity': 10}"
597802,34,Other,PhD,Photographer,5,"['Kannada', 'English', 'Konkani']","{'Photography': 8, 'Digital Editing': 0, 'Composition': 3, 'Lighting Techniques': 4}"
219005,60,Other,PhD,Teacher,10,"['Hindi', 'Sanskrit', 'Marathi']","{'Teaching': 6, 'Lesson Planning': 5, 'Classroom Management': 7, 'Curriculum Development': 8}"
193931,35,Male,High School,Architect,9,['Kannada'],"{'AutoCAD': 0, 'Architecture Design': 10, 'Building Regulations': 6, 'Construction Management': 6}"
480869,37,Female,Bachelor's Degree,Flight Attendant,8,"['Marathi', 'Hindi']","{'Cabin Crew': 5, 'Emergency Procedures': 5, 'Customer Service': 3, 'Safety Regulations': 7}"
661121,33,Other,Master's Degree,UX/UI Designer,7,['Konkani'],"{'User Experience Design': 2, 'User Interface Design': 1, 'Wireframing': 10, 'Prototyping': 3}"
477957,45,Other,PhD,Registered Nurse,2,"['Hindi', 'Kannada', 'English']","{'Nursing': 5, 'Patient Care': 4, 'Medical Terminology': 10, 'Emergency Medicine': 1}"
955315,35,Male,Bachelor's Degree,Dentist,6,"['Konkani', 'Marathi', 'Kannada']","{'Dentistry': 6, 'Oral Surgery': 5, 'Dental Implants': 4, 'Endodontics': 4}"
265469,50,Other,Master's Degree,Fitness Trainer,0,"['Kannada', 'Marathi']","{'Personal Training': 6, 'Fitness Programming': 0, 'Nutrition Counseling': 9, 'Strength Training': 7}"
251229,63,Other,Master's Degree,Architect,6,"['English', 'Sanskrit']","{'AutoCAD': 3, 'Architecture Design': 3, 'Building Regulations': 1, 'Construction Management': 4}"
842322,27,Female,Bachelor's Degree,Project Manager,7,['Konkani'],"{'Project Management': 3, 'Risk Management': 6, 'Stakeholder Management': 8, 'Agile Methodologies': 4}"
707628,41,Male,High School,Chef,1,['English'],"{'Culinary Arts': 5, 'Food Safety': 0, 'Menu Planning': 0, 'Cuisine Techniques': 6}"
489674,27,Female,PhD,Event Planner,0,"['Hindi', 'Kannada', 'Sanskrit']","{'Event Planning': 9, 'Vendor Management': 3, 'Budgeting': 1, 'Event Coordination': 8}"
809606,31,Other,PhD,Geologist,1,['Hindi'],"{'Geology': 8, 'Geological Mapping': 5, 'Mineral Exploration': 7, 'Field Work': 9}"
690100,56,Male,High School,Graphic Designer,8,"['Konkani', 'Hindi']","{'Adobe Photoshop': 9, 'Adobe Illustrator': 2, 'Graphic Design': 7, 'Typography': 5}"
468499,27,Other,Master's Degree,Hair Stylist,1,"['Marathi', 'Konkani']","{'Hairstyling': 8, 'Hair Coloring': 1, 'Haircutting': 3, 'Salon Management': 4}"
606652,38,Female,Bachelor's Degree,Electrical Engineer,10,['Hindi'],"{'Electrical Engineering': 1, 'Circuit Design': 3, 'PLC Programming': 8, 'Power Systems': 8}"
305587,26,Male,High School,Plumber,5,"['Hindi', 'Sanskrit', 'Konkani']","{'Plumbing': 3, 'Pipefitting': 8, 'Drain Cleaning': 5, 'Plumbing Tools': 8}"
861100,35,Male,PhD,Event Planner,3,['Marathi'],"{'Event Planning': 9, 'Vendor Management': 8, 'Budgeting': 8, 'Event Coordination': 3}"
791070,33,Male,Bachelor's Degree,UX/UI Designer,9,['Marathi'],"{'User Experience Design': 4, 'User Interface Design': 1, 'Wireframing': 1, 'Prototyping': 7}"
365348,48,Other,Bachelor's Degree,Software Tester,4,"['Kannada', 'English', 'Konkani']","{'Software Testing': 5, 'Test Cases': 10, 'Bug Reporting': 2, 'Test Automation': 3}"
661118,45,Other,High School,Architect,2,['Konkani'],"{'AutoCAD': 6, 'Architecture Design': 6, 'Building Regulations': 2, 'Construction Management': 4}"
438383,65,Male,PhD,Electrician,5,"['Kannada', 'Marathi', 'Konkani']","{'Electrical Wiring': 0, 'Electrical Maintenance': 1, 'Circuit Troubleshooting': 3, 'Safety Procedures': 5}"
489363,52,Male,Bachelor's Degree,Hair Stylist,4,"['Kannada', 'Sanskrit', 'English']","{'Hairstyling': 3, 'Hair Coloring': 4, 'Haircutting': 2, 'Salon Management': 7}"
648961,59,Male,High School,Dentist,7,"['Konkani', 'Sanskrit', 'Kannada']","{'Dentistry': 6, 'Oral Surgery': 1, 'Dental Implants': 8, 'Endodontics': 6}"
384198,49,Male,Master's Degree,Environmental Scientist,4,"['Hindi', 'Marathi']","{'Environmental Science': 8, 'Environmental Impact Assessment': 8, 'Data Analysis': 7, 'Field Sampling': 10}"
487235,58,Female,High School,IT Support Specialist,2,"['Hindi', 'English', 'Konkani']","{'Technical Support': 7, 'Troubleshooting': 6, 'Network Administration': 0, 'Hardware Repair': 3}"
68231,47,Male,Master's Degree,Social Worker,4,"['English', 'Konkani']","{'Social Services': 3, 'Case Management': 10, 'Counseling': 5, 'Community Outreach': 3}"
227155,25,Other,Master's Degree,Mechanical Engineer,7,['Konkani'],"{'AutoCAD': 9, 'Mechanical Design': 8, 'SolidWorks': 8, 'Manufacturing Processes': 5}"
437587,47,Female,High School,Hair Stylist,9,"['Kannada', 'Sanskrit', 'Konkani']","{'Hairstyling': 4, 'Hair Coloring': 8, 'Haircutting': 5, 'Salon Management': 7}"
938263,57,Male,High School,Fitness Trainer,2,"['Kannada', 'Konkani']","{'Personal Training': 8, 'Fitness Programming': 2, 'Nutrition Counseling': 1, 'Strength Training': 4}"
474724,32,Other,High School,Network Engineer,8,['English'],"{'Network Engineering': 4, 'Routing and Switching': 2, 'Firewall Configuration': 0, 'Network Security': 6}"
129338,57,Other,Master's Degree,Architect,4,"['Kannada', 'English', 'Konkani']","{'AutoCAD': 7, 'Architecture Design': 9, 'Building Regulations': 6, 'Construction Management': 3}"
353032,47,Other,High School,Sales Representative,3,['English'],"{'Sales Strategy': 8, 'Negotiation': 8, 'Client Relationship Management': 2, 'CRM Software': 8}"
15426,24,Female,PhD,Biomedical Engineer,0,['Marathi'],"{'Biomedical Engineering': 6, 'Medical Devices': 5, 'Biomechanics': 4, 'Bioinformatics': 4}"
344759,43,Female,PhD,Photographer,3,"['Konkani', 'Kannada']","{'Photography': 10, 'Digital Editing': 6, 'Composition': 5, 'Lighting Techniques': 3}"
41910,29,Other,Master's Degree,Software Tester,5,"['Kannada', 'Sanskrit', 'Konkani']","{'Software Testing': 3, 'Test Cases': 5, 'Bug Reporting': 9, 'Test Automation': 10}"
744281,64,Female,Bachelor's Degree,Financial Analyst,1,"['Hindi', 'Konkani']","{'Financial Analysis': 3, 'Accounting': 10, 'Excel': 6, 'Financial Modeling': 0}"
862291,30,Male,PhD,Plumber,0,['English'],"{'Plumbing': 9, 'Pipefitting': 3, 'Drain Cleaning': 9, 'Plumbing Tools': 7}"
942885,32,Other,High School,Customer Service Representative,3,['Sanskrit'],"{'Customer Support': 2, 'Communication Skills': 2, 'Problem Solving': 0, 'CRM Software': 8}"
535859,61,Other,High School,Teacher,6,"['Marathi', 'Konkani', 'English']","{'Teaching': 5, 'Lesson Planning': 5, 'Classroom Management': 9, 'Curriculum Development': 6}"
391937,50,Other,High School,Civil Engineer,2,"['Konkani', 'Kannada', 'Hindi']","{'Civil Engineering': 9, 'Structural Analysis': 2, 'Construction Management': 7, 'Geotechnical Engineering': 4}"
808385,34,Other,High School,Hair Stylist,7,"['Kannada', 'English', 'Konkani']","{'Hairstyling': 4, 'Hair Coloring': 2, 'Haircutting': 2, 'Salon Management': 4}"
323243,64,Male,Master's Degree,Biomedical Engineer,10,['English'],"{'Biomedical Engineering': 10, 'Medical Devices': 0, 'Biomechanics': 0, 'Bioinformatics': 7}"
970819,47,Female,Master's Degree,Legal Assistant,2,['Hindi'],"{'Legal Research': 4, 'Document Drafting': 3, 'Case Management': 0, 'Legal Writing': 7}"
701311,34,Male,PhD,Project Manager,10,"['Hindi', 'Kannada', 'Marathi']","{'Project Management': 7, 'Risk Management': 8, 'Stakeholder Management': 9, 'Agile Methodologies': 1}"
415720,33,Female,Bachelor's Degree,Geologist,0,"['Sanskrit', 'Marathi']","{'Geology': 7, 'Geological Mapping': 4, 'Mineral Exploration': 2, 'Field Work': 10}"
123990,56,Female,Master's Degree,IT Support Specialist,5,"['English', 'Hindi', 'Marathi']","{'Technical Support': 3, 'Troubleshooting': 6, 'Network Administration': 8, 'Hardware Repair': 2}"
942953,52,Female,Master's Degree,Legal Assistant,6,"['Kannada', 'English', 'Marathi']","{'Legal Research': 7, 'Document Drafting': 3, 'Case Management': 9, 'Legal Writing': 6}"
641476,32,Female,PhD,Mechanical Engineer,0,"['Marathi', 'Konkani']","{'AutoCAD': 0, 'Mechanical Design': 1, 'SolidWorks': 4, 'Manufacturing Processes': 6}"
68590,25,Female,PhD,Security Guard,5,"['Marathi', 'Sanskrit', 'Konkani']","{'Security Operations': 8, 'Surveillance': 8, 'Security Patrolling': 10, 'Emergency Response': 5}"
416756,31,Other,High School,Security Guard,9,"['Hindi', 'Kannada']","{'Security Operations': 2, 'Surveillance': 3, 'Security Patrolling': 5, 'Emergency Response': 9}"
814675,50,Female,PhD,Social Worker,0,"['Sanskrit', 'Marathi']","{'Social Services': 0, 'Case Management': 4, 'Counseling': 10, 'Community Outreach': 2}"
337654,25,Female,PhD,Electrician,2,"['Sanskrit', 'English']","{'Electrical Wiring': 6, 'Electrical Maintenance': 3, 'Circuit Troubleshooting': 1, 'Safety Procedures': 8}"
65680,59,Other,PhD,Data Scientist,6,"['English', 'Hindi']","{'Python': 5, 'R': 5, 'Machine Learning': 8, 'Data Analysis': 4, 'Statistics': 10}"
297340,43,Female,Master's Degree,Registered Nurse,10,['Marathi'],"{'Nursing': 0, 'Patient Care': 2, 'Medical Terminology': 10, 'Emergency Medicine': 4}"
51784,44,Male,Master's Degree,Software Tester,7,"['Sanskrit', 'Marathi', 'English']","{'Software Testing': 2, 'Test Cases': 2, 'Bug Reporting': 7, 'Test Automation': 7}"
349043,49,Other,Master's Degree,UX/UI Designer,2,"['Kannada', 'Hindi']","{'User Experience Design': 6, 'User Interface Design': 6, 'Wireframing': 3, 'Prototyping': 4}"
518624,38,Male,High School,Financial Analyst,5,['Kannada'],"{'Financial Analysis': 9, 'Accounting': 9, 'Excel': 7, 'Financial Modeling': 3}"
111407,60,Other,Master's Degree,Mechanical Engineer,10,['Marathi'],"{'AutoCAD': 4, 'Mechanical Design': 4, 'SolidWorks': 7, 'Manufacturing Processes': 7}"
930973,49,Female,Master's Degree,Executive Assistant,8,"['Marathi', 'English']","{'Administrative Support': 5, 'Calendar Management': 0, 'Meeting Coordination': 10, 'Travel Arrangements': 10}"
221433,41,Other,Bachelor's Degree,Marketing Manager,7,"['Kannada', 'Sanskrit', 'Hindi']","{'Marketing Strategy': 0, 'Digital Marketing': 5, 'Social Media Marketing': 6, 'Market Research': 1}"
586374,42,Other,Bachelor's Degree,Software Tester,7,"['English', 'Hindi', 'Marathi']","{'Software Testing': 3, 'Test Cases': 4, 'Bug Reporting': 9, 'Test Automation': 5}"
532045,31,Female,PhD,Chef,2,['English'],"{'Culinary Arts': 8, 'Food Safety': 4, 'Menu Planning': 7, 'Cuisine Techniques': 0}"
32369,30,Other,High School,Software Tester,9,['Marathi'],"{'Software Testing': 1, 'Test Cases': 9, 'Bug Reporting': 4, 'Test Automation': 0}"
568780,43,Other,Master's Degree,Project Manager,8,"['Marathi', 'Kannada']","{'Project Management': 3, 'Risk Management': 9, 'Stakeholder Management': 6, 'Agile Methodologies': 10}"
391013,65,Other,PhD,Librarian,9,"['Sanskrit', 'Konkani', 'Marathi']","{'Library Science': 4, 'Cataloging': 1, 'Reference Services': 4, 'Library Management': 9}"
347957,46,Female,Bachelor's Degree,Photographer,3,"['English', 'Konkani', 'Marathi']","{'Photography': 3, 'Digital Editing': 5, 'Composition': 9, 'Lighting Techniques': 6}"
966003,55,Male,PhD,Veterinarian,6,['Sanskrit'],"{'Veterinary Medicine': 10, 'Animal Surgery': 8, 'Diagnostic Imaging': 4, 'Preventive Care': 7}"
174401,41,Male,PhD,Security Guard,6,"['Konkani', 'Sanskrit', 'Marathi']","{'Security Operations': 5, 'Surveillance': 2, 'Security Patrolling': 0, 'Emergency Response': 8}"
972279,36,Male,Master's Degree,Translator,6,"['Sanskrit', 'Marathi']","{'Translation': 10, 'Language Proficiency': 10, 'Interpreting': 7, 'Cultural Sensitivity': 7}"
352969,49,Other,Bachelor's Degree,Legal Assistant,10,"['English', 'Kannada', 'Marathi']","{'Legal Research': 7, 'Document Drafting': 7, 'Case Management': 10, 'Legal Writing': 9}"
557938,23,Other,High School,Customer Service Representative,8,"['Hindi', 'Konkani', 'Kannada']","{'Customer Support': 2, 'Communication Skills': 2, 'Problem Solving': 6, 'CRM Software': 3}"
763349,26,Other,High School,Legal Assistant,5,"['English', 'Hindi', 'Marathi']","{'Legal Research': 8, 'Document Drafting': 6, 'Case Management': 2, 'Legal Writing': 6}"
967074,33,Female,Master's Degree,Environmental Scientist,10,['English'],"{'Environmental Science': 6, 'Environmental Impact Assessment': 5, 'Data Analysis': 9, 'Field Sampling': 1}"
818011,36,Male,Bachelor's Degree,Marketing Manager,3,['Hindi'],"{'Marketing Strategy': 8, 'Digital Marketing': 10, 'Social Media Marketing': 0, 'Market Research': 5}"
367035,59,Other,Master's Degree,Mechanical Engineer,10,['Konkani'],"{'AutoCAD': 0, 'Mechanical Design': 1, 'SolidWorks': 0, 'Manufacturing Processes': 6}"
679757,25,Other,PhD,Sales Representative,4,"['Marathi', 'English']","{'Sales Strategy': 10, 'Negotiation': 6, 'Client Relationship Management': 7, 'CRM Software': 10}"
13538,51,Other,Master's Degree,Customer Service Representative,0,"['Sanskrit', 'Hindi', 'English']","{'Customer Support': 8, 'Communication Skills': 2, 'Problem Solving': 9, 'CRM Software': 9}"
440904,56,Other,PhD,Financial Analyst,5,['English'],"{'Financial Analysis': 7, 'Accounting': 2, 'Excel': 5, 'Financial Modeling': 4}"
192941,33,Female,Master's Degree,Biologist,7,"['Kannada', 'Hindi', 'Sanskrit']","{'Biology': 5, 'Genetics': 3, 'Ecology': 4, 'Research Methods': 5}"
973034,56,Male,High School,Mechanical Engineer,2,['Hindi'],"{'AutoCAD': 2, 'Mechanical Design': 3, 'SolidWorks': 0, 'Manufacturing Processes': 5}"
665509,39,Female,High School,Network Engineer,6,['Sanskrit'],"{'Network Engineering': 10, 'Routing and Switching': 0, 'Firewall Configuration': 1, 'Network Security': 8}"
756024,25,Female,Bachelor's Degree,Registered Nurse,7,"['Konkani', 'Marathi', 'Sanskrit']","{'Nursing': 3, 'Patient Care': 0, 'Medical Terminology': 0, 'Emergency Medicine': 5}"
191502,31,Male,PhD,Biomedical Engineer,5,"['Hindi', 'Sanskrit']","{'Biomedical Engineering': 8, 'Medical Devices': 5, 'Biomechanics': 1, 'Bioinformatics': 0}"
953534,38,Male,PhD,Interior Designer,9,['Sanskrit'],"{'Interior Design': 8, 'Space Planning': 7, 'Furniture Design': 1, 'Color Theory': 0}"
834187,33,Other,High School,Chef,7,['Marathi'],"{'Culinary Arts': 0, 'Food Safety': 3, 'Menu Planning': 9, 'Cuisine Techniques': 0}"
24509,53,Male,PhD,Veterinarian,9,"['English', 'Kannada', 'Hindi']","{'Veterinary Medicine': 1, 'Animal Surgery': 2, 'Diagnostic Imaging': 10, 'Preventive Care': 9}"
821640,30,Female,Master's Degree,Environmental Scientist,4,"['English', 'Konkani']","{'Environmental Science': 2, 'Environmental Impact Assessment': 5, 'Data Analysis': 10, 'Field Sampling': 2}"
820800,51,Female,Bachelor's Degree,Biologist,5,['English'],"{'Biology': 5, 'Genetics': 10, 'Ecology': 6, 'Research Methods': 7}"
478881,63,Male,Master's Degree,Pharmacist,1,"['English', 'Konkani', 'Marathi']","{'Pharmacology': 0, 'Pharmacy Practice': 7, 'Medication Therapy Management': 9, 'Pharmaceutical Chemistry': 0}"
505698,50,Male,High School,Biologist,5,['Hindi'],"{'Biology': 9, 'Genetics': 0, 'Ecology': 5, 'Research Methods': 2}"
900118,39,Other,Bachelor's Degree,Data Entry Clerk,7,"['Hindi', 'Konkani']","{'Data Entry': 6, 'Typing': 6, 'Data Management': 3, 'Microsoft Excel': 5}"
636131,41,Male,PhD,Social Worker,1,"['Kannada', 'Hindi']","{'Social Services': 3, 'Case Management': 6, 'Counseling': 7, 'Community Outreach': 8}"
690732,43,Female,Master's Degree,Translator,3,"['Hindi', 'Kannada', 'Konkani']","{'Translation': 0, 'Language Proficiency': 2, 'Interpreting': 7, 'Cultural Sensitivity': 6}"
845941,30,Female,Master's Degree,Teacher,1,['Hindi'],"{'Teaching': 10, 'Lesson Planning': 5, 'Classroom Management': 0, 'Curriculum Development': 7}"
576501,25,Other,Master's Degree,Biologist,6,['Hindi'],"{'Biology': 3, 'Genetics': 0, 'Ecology': 2, 'Research Methods': 9}"
795776,61,Female,Bachelor's Degree,Data Entry Clerk,7,"['Kannada', 'Sanskrit', 'Konkani']","{'Data Entry': 7, 'Typing': 3, 'Data Management': 1, 'Microsoft Excel': 10}"
302278,35,Female,PhD,Electrical Engineer,8,"['English', 'Sanskrit']","{'Electrical Engineering': 10, 'Circuit Design': 7, 'PLC Programming': 0, 'Power Systems': 8}"
383854,46,Female,Bachelor's Degree,Dentist,3,"['Kannada', 'Marathi']","{'Dentistry': 6, 'Oral Surgery': 8, 'Dental Implants': 5, 'Endodontics': 2}"
482069,56,Female,Bachelor's Degree,Dentist,6,"['Marathi', 'Kannada']","{'Dentistry': 3, 'Oral Surgery': 6, 'Dental Implants': 5, 'Endodontics': 2}"
235822,55,Male,PhD,Web Developer,2,['Konkani'],"{'HTML': 6, 'CSS': 5, 'JavaScript': 3, 'Responsive Web Design': 7}"
847318,43,Female,High School,Architect,7,"['Kannada', 'Marathi', 'Konkani']","{'AutoCAD': 9, 'Architecture Design': 1, 'Building Regulations': 7, 'Construction Management': 3}"
46417,25,Male,High School,Executive Assistant,5,['Marathi'],"{'Administrative Support': 3, 'Calendar Management': 6, 'Meeting Coordination': 6, 'Travel Arrangements': 1}"
763251,46,Other,Bachelor's Degree,Medical Assistant,6,"['Sanskrit', 'Hindi', 'Marathi']","{'Medical Assisting': 2, 'Medical Office Procedures': 0, 'Vital Signs Measurement': 3, 'Electronic Health Records': 4}"
213343,59,Female,Master's Degree,Journalist,4,"['Kannada', 'English', 'Sanskrit']","{'Journalism': 0, 'News Reporting': 0, 'Investigative Journalism': 6, 'Interviewing': 2}"
495058,38,Female,Master's Degree,Social Worker,6,['Hindi'],"{'Social Services': 4, 'Case Management': 9, 'Counseling': 1, 'Community Outreach': 7}"
966621,37,Male,High School,Truck Driver,2,['Konkani'],"{'Commercial Driving': 2, 'Route Planning': 4, 'Vehicle Maintenance': 6, 'Logistics': 2}"
421642,38,Male,Master's Degree,Mechanical Engineer,7,['Kannada'],"{'AutoCAD': 0, 'Mechanical Design': 10, 'SolidWorks': 2, 'Manufacturing Processes': 9}"
58602,38,Male,PhD,Security Guard,1,"['Kannada', 'Marathi', 'Sanskrit']","{'Security Operations': 2, 'Surveillance': 6, 'Security Patrolling': 3, 'Emergency Response': 0}"
589411,41,Other,Master's Degree,Accountant,5,"['English', 'Sanskrit', 'Hindi']","{'Financial Accounting': 0, 'Taxation': 7, 'Auditing': 8, 'Accounting Software': 6}"
645675,42,Other,Master's Degree,Biomedical Engineer,4,"['Konkani', 'English', 'Hindi']","{'Biomedical Engineering': 9, 'Medical Devices': 8, 'Biomechanics': 5, 'Bioinformatics': 8}"
816121,51,Male,Bachelor's Degree,IT Support Specialist,9,"['Konkani', 'Hindi', 'Marathi']","{'Technical Support': 9, 'Troubleshooting': 5, 'Network Administration': 3, 'Hardware Repair': 7}"
44284,39,Male,Bachelor's Degree,Web Developer,10,['Konkani'],"{'HTML': 0, 'CSS': 8, 'JavaScript': 8, 'Responsive Web Design': 10}"
281883,51,Male,Bachelor's Degree,UX/UI Designer,2,"['Kannada', 'Marathi']","{'User Experience Design': 10, 'User Interface Design': 6, 'Wireframing': 2, 'Prototyping': 4}"
28629,55,Other,PhD,Registered Nurse,8,"['Konkani', 'Marathi', 'Sanskrit']","{'Nursing': 6, 'Patient Care': 9, 'Medical Terminology': 6, 'Emergency Medicine': 5}"
569409,65,Male,High School,Truck Driver,7,"['Kannada', 'Konkani', 'Sanskrit']","{'Commercial Driving': 9, 'Route Planning': 8, 'Vehicle Maintenance': 4, 'Logistics': 2}"
842988,59,Female,Bachelor's Degree,Executive Assistant,1,"['Konkani', 'Kannada']","{'Administrative Support': 9, 'Calendar Management': 8, 'Meeting Coordination': 5, 'Travel Arrangements': 2}"
232066,41,Female,Bachelor's Degree,Hair Stylist,2,"['Sanskrit', 'English', 'Konkani']","{'Hairstyling': 7, 'Hair Coloring': 6, 'Haircutting': 7, 'Salon Management': 1}"
617221,27,Male,PhD,Mechanical Engineer,5,"['Hindi', 'Sanskrit']","{'AutoCAD': 10, 'Mechanical Design': 6, 'SolidWorks': 7, 'Manufacturing Processes': 8}"
364417,53,Female,Bachelor's Degree,Customer Service Representative,10,"['Kannada', 'Konkani']","{'Customer Support': 4, 'Communication Skills': 10, 'Problem Solving': 10, 'CRM Software': 8}"
173847,45,Female,High School,Legal Assistant,2,['Kannada'],"{'Legal Research': 10, 'Document Drafting': 8, 'Case Management': 3, 'Legal Writing': 3}"
136442,40,Male,PhD,Dentist,0,"['Konkani', 'Hindi', 'Sanskrit']","{'Dentistry': 0, 'Oral Surgery': 2, 'Dental Implants': 2, 'Endodontics': 2}"
935625,62,Female,PhD,Content Writer,9,['English'],"{'Content Writing': 3, 'Copywriting': 6, 'SEO': 9, 'Blogging': 10}"
798752,55,Female,Master's Degree,Mechanical Engineer,8,"['English', 'Hindi', 'Konkani']","{'AutoCAD': 2, 'Mechanical Design': 2, 'SolidWorks': 7, 'Manufacturing Processes': 1}"
74111,32,Female,High School,Civil Engineer,2,['Konkani'],"{'Civil Engineering': 6, 'Structural Analysis': 0, 'Construction Management': 3, 'Geotechnical Engineering': 0}"
240275,52,Other,PhD,Quality Assurance Analyst,3,"['Marathi', 'English', 'Kannada']","{'Quality Assurance': 0, 'Software Testing': 1, 'Test Automation': 4, 'Bug Tracking': 3}"
